2489	4516826	4525999
2494	4526090	4538979
2495	4539583	4540059
2496	4540657	4541137
2497	4543053	4543118
2499	4547734	4549658
2500	4552385	4552598
2502	4553373	4555015
2504	4555409	4558952
2510	4559508	4569773
2513	4569939	4577857
2516	4577935	4584971
2518	4585887	4589679
2521	4591336	4594012
2525	4595036	4601499
2526	4602226	4602332
2528	4602861	4603826
2531	4604064	4605825
2532	4607347	4607436
2533	4609027	4609418
2535	4612284	4615345
2536	4616126	4616251
2537	4619626	4619791
2539	4621124	4622917
2541	4626571	4628755
2542	4630694	4630782
2544	4631110	4631819
2546	4632468	4633543
2548	4637554	4638424
2549	4638566	4638964
